RW00276609, 289, 1.1.1.2.4
RW00356581, 290, 1.1.1.2.4
RW0190798, 287, 1.1.1.2.4
RW00368514, 291, 1.1.1.2.4
RW00321044, 303, 1.1.1.2.4
RW00340793, 306, 1.1.1.2.4
RW00359537, 307, 1.1.1.2.4
RW00348372, 308, 1.1.1.2.4
RW00334179, 224, 1.1.3.4.2
RW00361728, 227, 1.1.3.4.2
RW00364734, 228, 1.1.3.4.2
RW00321201, 233, 1.1.3.4.2
RW00359133, 226, 1.1.3.4.2
RW00363227, 112, 1.1.3.4.2
RW00343485, 255, 1.1.1.2.2
RW00370388, 256, 1.1.1.2.2
RW00330757, 269, 1.1.1.2.2
RW00273001, 254, 1.1.1.2.2
RW00370266, 312, 1.1.1.2.2
RW00319021, 256, 1.1.1.2.2
RW00337834, 269, 1.1.1.2.2
RW00350776, 254, 1.1.1.2.2
RW00359573, 309, 1.1.1.2.2
RW00344604, 263, 1.1.1.2.2
RW00388549, 305, 1.1.1.2.2
RW00382140, 276, 1.1.1.2.2
RW00360129, 286, 1.1.1.2.2
RW00361417, 150, 1.1.1.2.2
RW00344625, 247, 1.1.3.4.3
RW00363163, 239, 1.1.3.4.3
RW00267997, 236, 1.1.3.4.3
RW00366452, 247, 1.1.3.4.3
RW00378155, 237, 1.1.3.4.3
RW00331403, 246, 1.1.3.4.3
RW00358690, 244, 1.1.3.4.3
RW00272408, 246, 1.1.3.4.3
RW00311231, 242, 1.1.3.4.3
RW00295824, 138, 1.1.3.4.3
RW00368658-GBR, 131, 1.1.3.4.3
RW00395068, 259, 1.1.3.1
RW00373070, 288, 1.1.3.1
RW00334793, 274, 1.1.3.1
RW00343546, 202, 1.1.3.4.1
RW00312129, 200, 1.1.3.4.1
RW00362499, 209, 1.1.3.4.1
RW00308693, 206, 1.1.3.4.1
RW00303538, 203, 1.1.3.4.1
RW00307318, 201, 1.1.3.4.1
RW00351788, 202, 1.1.3.4.1
RW00349363, 205, 1.1.3.4.1
RW00381918, 211, 1.1.3.4.1
RW00337158, 201, 1.1.3.4.1
RW00374039, 204, 1.1.3.4.1
RW00331617, 200, 1.1.3.4.1
RW00364327, 115, 1.1.3.4.1
183478, 117, 1.1.3.4.1
RW00343518, 168, 1.1.3.2.1
RW00289861, 173, 1.1.3.2.1
RW00333054, 171, 1.1.3.2.1
RW00337062, 168, 1.1.3.2.1
RW00372313, 176, 1.1.3.2.1
241838, 173, 1.1.3.2.1
324649, 169, 1.1.3.2.1
RW00349906, 169, 1.1.3.2.1
RW00376506, 93, 1.1.3.2.1
RW00319186, 92, 1.1.3.2.1
RW00395821, 92, 1.1.3.2.1
RW00352132, 194, 1.1.2.2
RW00366813, 162, 1.1.2.2
RW00310062, 153, 1.1.2.2
RW00369997, 165, 1.1.2.2
RW00366949, 157, 1.1.2.2
RW00270397, 374, 1.1.2.2
RW00263253, 164, 1.1.2.2
RW00392516, 175, 1.1.2.2
RW00395618, 164, 1.1.2.2
RW00278944, 163, 1.1.2.2
RW00369078, 153, 1.1.2.2
RW00258074, 192, 1.1.2.2
RW00368007, 165, 1.1.2.2
RW00359325, 237, 1.1.2.2
RW00314817, 154, 1.1.2.2
RW00379951, 168, 1.1.2.2
RW00265848, 155, 1.1.2.2
RW00364000, 179, 1.1.2.2
RW00335838, 157, 1.1.2.2
RW00321058, 161, 1.1.2.2
RW00280373, 278, 1.1.2.2
RW00366975, 174, 1.1.2.2
RW00341371, 188, 1.1.2.2
RW00356273, 217, 1.1.2.2
RW00353732, 185, 1.1.2.2
RW00338750, 186, 1.1.2.2
RW00377795, 161, 1.1.2.2
RW00309851, 206, 1.1.2.2
RW00296181, 190, 1.1.2.2
RW00372290, 153, 1.1.2.2
RW00365192, 219, 1.1.2.2
RW00381865, 160, 1.1.2.2
RW00336148, 45, 1.1.2.2
RW00315329, 47, 1.1.2.2
RW00358079, 44, 1.1.2.2
RW00396032, 185, 1.1.3.2.3
RW00289411, 184, 1.1.3.2.3
RW00393898, 185, 1.1.3.2.3
RW00360280, 72, 1.1.3.2.3
RW00388500, 70, 1.1.3.2.3
RW00372707, 70, 1.1.3.2.3
RW00367042, 68, 1.1.3.2.3
RW00395594, 146, 1.1.3.2.2
RW00395661, 144, 1.1.3.2.2
RW00382069, 143, 1.1.3.2.2
RW00315063, 144, 1.1.3.2.2
RW00380456, 145, 1.1.3.2.2
RW00359548, 145, 1.1.3.2.2
RW00382632, 147, 1.1.3.2.2
RW00300818, 144, 1.1.3.2.2
RW00375800, 67, 1.1.3.2.2
RW00395671, 112, 1.1.2.3
RW00388604, 112, 1.1.2.3
RW00381446, 114, 1.1.2.3
RW00364998, 19, 1.1.2.3
RW00385167, 19, 1.1.2.3
RW00352548, 19, 1.1.2.3
RW00363775, 19, 1.1.2.3
RW00360377, 19, 1.1.2.3
RW00385294, 19, 1.1.2.3
RW00386858, 20, 1.1.2.3
RW00370279, 20, 1.1.2.3
RW00385603, 19, 1.1.2.3
RW00391697, 20, 1.1.2.3
RW00393203, 19, 1.1.2.3
RW00386609, 19, 1.1.2.3
RW00391900, 19, 1.1.2.3
RW00393751, 19, 1.1.2.3
RW00354794, 19, 1.1.2.3
RW00332951, 18, 1.1.2.3
RW0238809, 129, 1.1.2.4.3
